topic,prompt,sample_id,generated_poem
red,Write a poem about red:,2,"And then get your feet wet:
By which it would be difficult
to make the words'red' and 'blue'
are the same:
To make it a plain story
and say'red' and 'blue'
and 'blue'
in a rhyme that makes the words'red' and 'blue'
like'red' and 'blue'.
But remember,
You don't have to think it out
and put up your book
and"
remember,Write a poem about remember:,0,"""Remember I'm not going to go away...
I don't want to lose my memory,
I'm going to live again.""
""But no, forget that, I've forgotten...
We may not know, but the memory is forever
The words are forever etched in my mind
The memory is forever etched into my body
The words are forever etched into my mind...""
""But no, I remember what you're saying,
I remember you's body,"
remember,Write a poem about remember:,1,"A long time ago when I was a kid, my friends used to talk about it all. But I was so dumb when I was older, I thought about my dad. And when my little brother fell in love with me, we started laughing together in bed, thinking about him.
My dad was my best friend, my best friend, my best friend, and he was a big brother, too.
I was a young girl, and he was always trying to help me. Sometimes I"
remember,Write a poem about remember:,2,"The best thing that happens to a person is, to be reminded about their past:
Do not be ashamed of yourself, for that will hurt you and cause you pain.
Have a good time remembering!
Happy memories will always come to you,
Remember, remember and forget!
I've done it the wrong way
I've done it in the wrong way
A lot of things are a lot of fun!
I love that I've done it right,
I love"
respect,Write a poem about respect:,0,"In a letter I write with love,
In love, in love.
That is what I write about the world,
And love, in love.
And love, in love, in love.
That is what I write about the world,
And love, in love.
In love, in love, in love.
In love, in love, in love.
In love, in love, in love.
And love, in love, in love."
respect,Write a poem about respect:,1,"The poem of respect
and the poem of disrespect
and the poem of disrespect
and the poem of disrespect
and the poem of disrespect
and the poem of disrespect
and the poem of disrespect
and the poem of disrespect
and the poem of disrespect
And the poem of disrespect
and the poem of disrespect
And the poem of disrespect
and the poem of disrespect
And the poem of disrespect
And the poem of disrespect
And the poem of disrespect
And the poem of"
respect,Write a poem about respect:,2,"A poem with a theme and a way of expressing respect for others:
A poem in the hope of sharing your thoughts and feelings:
I've never been much for love or laughter. I never liked the things I said,
Not for the good of other people or myself. I loved the people I knew,
And even loved them when they were different. I enjoyed the life they lived.
A poem about friendship:
A poem in love and friendship:
A poem about"
river,Write a poem about river:,0,"It is the river's flow,
That has made a great valley.
A hill,
And the river's crest.
A wall,
And the river's flow.
A hill,
And the river's crest.
A wall,
And the river's flow.
The name, and the river's flow.
The name, and the river's flow.
It is the river's flow,
That has made a great valley
Breath of green"
river,Write a poem about river:,1,"You are all that matters to me, the river
And you are all that matters to me, the river
And you are all that matters to me, the river
You are all that matters to me, the river
And you are all that matters to me, the river
As long as you can be in the river
That's why it's great
The river is the greatest river
All that matters to me, the river
And all that matters to me, the"
river,Write a poem about river:,2,"Go and read river
The poem in the hand
Of a river, in the valley of the
River.
The poem is just the start of
the river's life.
Go through a poem of rivers
There is nothing more, nothing less,
On this river, through river-like streams.
Go and read river
The poem in the hand of a river, in the valley of
The River.
The poem is just the start of the river's life"
romance,Write a poem about romance:,0,"How to marry and be a woman
In the morning you hear a beautiful woman
The first thing that comes to mind
Is what you can't do. A few minutes away from home
I find her smiling,
How can we take her back home
So that we can go to dinner together?
I have heard many stories of women who are lonely and unhappy
I love her, but it feels so lonely
To make me understand that I must be happy
A woman who"
romance,Write a poem about romance:,1,"I shall not say anything about romance (or any of its other terms), but rather do not know what romance is or what love is in love. I find that romance is an emotional, not merely a physical emotion. Love is a love that transcends emotions and divides your body and mind. Love is a way of life that transforms you from a broken man to a fully human man. Love is a way to find true love. Love is love that you will always have, and love is"
romance,Write a poem about romance:,2,"http://sarah.kubee.edu/blog/thesimour_in_relationships
What is romance?
Love is a concept of being, being the opposite of good:
love is good, and a person's good:
love is good, and a person's bad:
Love is bad.
I hope you find the love you always so relish.
I love love you and want to be loved as much as I can, to love you"
romantic,Write a poem about romantic:,0,"the poem is to make me know my words
The poem is to show you that you are not alone
The poem is to show you that if something is easy
There is always something to be said, something you can say
There is always something you can ask for, something to do
There is always something to be asked for, something to do
There is always something you can do, something to do
There is always something you can do, something to do
There is always"
romantic,Write a poem about romantic:,1,"""I am happy when you love me; I am happy when you have me; I am happy when you are so proud of me!"" You have to do so, because it will make you feel the love in my heart. But I am happy when you love me, because you are happy when you are so proud of me.
It's true that love is different. I'm happy. I'm happy with you. I'm happy if you love me, or if I don't love"
romantic,Write a poem about romantic:,2,"For you know I have been a girl for a long time,
Who I love and love to live with.
For I love and love to have,
I would not be here to help
your family, or your best friend,
if I could help you,
I would not be here to let
you down, or do nothing,
If I could help you,
I would not be there to hear
your voice,
And my heart would not be opened"
rose,Write a poem about rose:,0,"""The golden ones, the most precious,
Where to go? the most precious ones,
Where to go? to the woods?
And to the woods they said,
Because they were more happy;
Because they were most happy,
Because they were so hard.
""And to the woods, the most precious ones,
Where to go? to the woods they said,
Because they were more happy;
Because they were so hard,
Because they were so"
rose,Write a poem about rose:,1,"It's too much, too fast!
It's too much, too fast!
That's too much, too fast!
That's too much, too fast!
And it's too slow, too slow!
I will not say that I love poetry more,
but I love literature more than any other art.
So I will say that love does not matter,
but love does give up on me.
I will say that love does not matter,
but"
rose,Write a poem about rose:,2,"It was a sweet evening, and we met the great-nephew, a noble-born, great-lady of the rose,
who spoke to us in a kindly way, and said, 'Let us sing a hymn of my love, and my love will live for ever.'
I had heard it sung by some of the bridegrooms from the grooms of that day, for the good of all,
but it was too sweet to sing to my heart"
running,Write a poem about running:,0,"An article about running
This is one of the most common poems,
It's often said that the run of an ordinary day
is the most painful. It's not just a race,
But an emotional struggle,
In which a heart is broken,
Or even a soul is broken.
That's the nature of running,
It's so much more than a race.
How do you run?
Run your run
Every day,
When you get to the"
running,Write a poem about running:,1,"(1) The man who has broken the chain,
and has torn to pieces
the earth,
the heavens, and even the stars
of his own creation.
(2) The man who cannot hold
the chains of his life,
and has set about his work
to destroy
the living world,
the stars of his own creation.
(3) The man who has broken the chain,
and has ripped
the earth
and the stars of his"
running,Write a poem about running:,2,
school,Write a poem about school:,0,"By the time you start your writing this poem it will be too late and you will be dead and cold.
You will be dead and cold in the same way.
This poem will change your life forever
You will be dead and cold in the same way.
This poem will change your life forever
You will be dead and cold in the same way.
You will be dead and cold in the same way.
This poem will change your life forever.
You will be"
school,Write a poem about school:,1,"Go ahead and put it on the screen.
Take an idea to the heart,
Make it real.
Take a picture of it,
Make it your own.
Go ahead and do something really funny
in it,
Make it funny.
Go ahead and do something really funny
in it,
Make it real.
In your head,
In your heart,
In your mind.
Do you want to do a comedy joke?
You want to do"
school,Write a poem about school:,2,"""It's a good thing they don't call it'school,'
They call it'school';
They call it'school';
""It's a school,
And I am happy to teach it.
""It's a good thing,
They do not call it'school,'
They call it'school';
""They do not call it'school,'
They call it'school';
""It's a school,
And I am happy to teach"
sea,Write a poem about sea:,0,"To a fisherman who does sea and to sea fishermen:
I wish to speak with you to find if it can be said
And how to get up and leave the boat.
For you cannot hear me saying but if you say
That I'm not a man of words,
Then I won't be able to hear you say it.
When the waters are calm,
It's like I'm drowning.
But here's the important truth:
I love you."
sea,Write a poem about sea:,1,"If there was so many things I would love, I was willing
To share it in the sea.
If I'd never seen a world that was so beautiful
But my heart beat with so much sadness,
If my heart beat so many words, and all I could do was cry
And hope that it would turn back to nature
And be safe and free.
There is no need to be afraid,
A storm has risen and is heading for us.
But all"
sea,Write a poem about sea:,2,"My heart beats on this wind
It beats through my soul,
A thousand times a day it beats through
It beats through my soul,
But it never stops.
My heart beats on this wind
It beats through my soul,
A thousand times a day it beats through
It beats through my soul,
But it never stops.
My heart beats on this wind
It beats through my soul,
A thousand times a day it beats through
It beats through my"
sick,Write a poem about sick:,0,"And not a friend can tell how much I am sick!
Then you may be a poet,
And tell me when the world is going to make up for its sickness!
And if you will give me your poem,
I will always find you alive.
There is no one alive who has no sickness;
And you will not suffer at all.
'My name,' said he, 'I love you so much.'
Then I saw a figure
Standing"
sick,Write a poem about sick:,1,"Worse,
Innocence,
Thirstless.
The pain of losing something
Gives way to the pain of joy.
It is not, I suppose, the worst kind of pain.
It can be more than death in your sight.
You are sad enough to do this.
You are still grieving.
You are the one who has to bear the burden
By pain, by the loss of something dear.
I am here to make this"
sick,Write a poem about sick:,2,"And write of the night I was sick,
And I heard him singing:
And I sang about his sweet voice:
And he was sad in his heart,
And at my coming home he said:
""You are my mother,"" he said.
""So you're my father,"" I said.
""I know what your mother has meant to you,"" he said.
""And I know you love me, too. And I know I will be your mother,"""
silver,Write a poem about silver:,0,"But I will be the one you are
And the one you think I will be
And the one you think I have left
You could easily write your own poem
Or you could just give it as a word
And you can write it yourself
And then say, ""That's it, I didn't say anything!""
You can even do that in a little longer
And you can do it in a few minutes
It is just one of those things that makes a good"
silver,Write a poem about silver:,1,"If you write for money,
You'll know it by its weight.
Silver is precious, but you're a man
Not to buy it.
I write for people who want to be rich.
I'm not interested in my money.
If I write for money,
You'll know it by its weight.
Silver is precious, but you're a man
Not to buy it.
I write for people who want to be wealthy.
What would you do"
silver,Write a poem about silver:,2,"That's silver-gold-yellow. That's silver-yellow-silver.
That's silver-gold-yellow-silver.
That's silver-gold-yellow-silver.
That's silver-gold-yellow-silver.
You'll never understand silver-gold-yellow-silver again,
You'll never understand silver-gold-yellow-silver.
And no one else can do it,
In a different place.


Dear Sir/Madam/"
sister,Write a poem about sister:,0,"Love love love love love love love love love love love love love love love
Love love love love love love love love love love love love love love love love love love
Love love love love love love love love love love love love love
Love love love love love love love love love love love love love love
love love love love love love love love love love love love love love love love love love love love love love love
love love love love love love love love love love love"
sister,Write a poem about sister:,1,"(And her poetry is always a poem of joy):
(I, her sister)
Let her tell us this:
Don't forget the love,
Let us think of her love.
If she is a boy,
She won't know to let him see her.
You cannot give a sister child,
Let her know that you love.
The sister who will always love
Always will love you.
So long as you love a boy,
Don't"
sister,Write a poem about sister:,2,"Dear, sister,
I have a lot of questions.
I know you have a lot of worries.
But if I'm going to speak to you,
I need to know the answers.
My sister is a sweet girl
I would like to meet her.
She looks a lot like me
but you are so sweet.
I want to give her a name.
She needs a name.
Thank you so much.
I wish you could come visit me"
sky,Write a poem about sky:,0,"Dear Lord, you are a mighty beacon of peace
Let me sing it so I can see a friend
The sky is full of flowers and the stars are all in the sky!
Love, peace, joy, love.
Dear Lord, you are the most beautiful sky
Love, peace, joy, love.
Dear Lord, you are the most beautiful sky.
Love, peace, joy, love.
Dear Lord, you are the most beautiful sky.
The sky"
sky,Write a poem about sky:,1,"""I never dreamed of flying,
but what's the best place to fly?
My father's a hound;
I can't remember his name,
nor his place, nor the sky.
His father is ill,
yet so rich,
but in heaven he lives,
and he has his family.
I love the sky,
and I can't bear the cold of it,
and I couldn't bear the wind of it.
He must be"
sky,Write a poem about sky:,2,"For the best, as is the case with birds,
From the night I see them soaring to heaven,
And the clouds that they have borne long on my face.
And to this day,
I write a poem about sky—
For the best, as is the case with birds,
From the night I see them soaring to heaven,
And the clouds that they have borne long on my face.
And the skies that they have borne long on my face."
sleep,Write a poem about sleep:,0,"Dreaming of another day, in thy dreams; and
When I dream, I remember
The name of the child;
In the dream, and in my dreams
A dream about you!
And in my dreams,
A dream about you!
And in my dreams,
A dream about you!
It is my dream,
You will know my dream!
This Dream
Dreams.
Let me dream and say this one:
Dreaming of another day"
sleep,Write a poem about sleep:,1,"Sleep is no way to sleep,
Sleep is too short,
Sleep is not a way to learn
Sleep is too short,
Sleep is not a way to love
Sleep is a way to become a good lover
Sleep is short,
Sleep is not a way to spend time
Sleep is short,
Sleep is not a way to play
Sleep is short,
Sleep is not a way to get a job
Sleep is short,
Sleep is not a way to"
sleep,Write a poem about sleep:,2,"The first night of your life.
The first waking.
Sleep is a slow, quiet, and safe feeling,
Where every morning is a challenge, a time of hope,
When you come to rest.
Sleep makes you feel as if you are alive
And when you wake up, you feel a great deal of joy
And as your brain fills with energy.
Sleep helps you to relax and find joy.
Sleep also helps you to focus on something:
The"
snake,Write a poem about snake:,0,"Door to door - door closed - door open
-door closed - door closed
Do you know the meaning of this line of poetry? - you know a secret:
You know what a snake is? - you know the most important thing:
You know what a snake is? - you know the meaning of this poem:
You know what a snake is? - you know the meaning of this poem:
You know what a snake is? - you know the meaning of"
snake,Write a poem about snake:,1,"A snake is a serpent's tail,
A snake is a snake's mouth,
A snake is a snake's neck,
A snake's mouth is a snake's back,
A snake is a snake's tail,
A snake is a snake's head,
A snake is a snake's hand,
A snake is a snake's tail,
A snake is a snake's leg,
A snake is a snake's eye,
A snake is a snake's nose"
snake,Write a poem about snake:,2,"""I've heard the name of a snake,
Which has been spotted
In the trees,
In the grass,
In the bushes,
And I think I hear the name of the snake...""
It was a good friend of my father.
He was a snake with a large jaw,
A snake that had a very large belly and large hands.
His eyes and ears were big and thin.
He was a snake who had long, curved tails.
When"
soldier,Write a poem about soldier:,0,"The war of 1812 came
and the people were proud and happy
To make the war
Great. It was so good
At that time, a proud man fought
The war on the world's most beautiful
Taken in a single day
And fought by his son
And his daughter, and his daughter
All they could do was to fight
The war with their hearts in their hands
With a gun on the battlefields
And a bullet flying around them
That"
soldier,Write a poem about soldier:,1,"""Troubleshoot the enemy."""
soldier,Write a poem about soldier:,2,"When your face is red or in your sweat or
You go through a period of depression,
It is important that you do not fall asleep.
When your face is reddish or
It is your family member or family member's face.
When your body is swollen or you do not feel good.
A soldier is not the same as a person who is weak,
A soldier is not the same as a person who is happy.
When your body is white, and"
sometimes,Write a poem about sometimes:,0,"a good poem is
one that says something like ""what I do to my soul""
When you're like I, where is my soul?
How can I get past the pain of death?
When I live in a place where nothing else matters, where no one's ever talked about it,
How can I escape the pain of death?
What does the pain of life have to do with my name?
What does the pain of life have to do with my name?"
sometimes,Write a poem about sometimes:,1,"When we are not there
When you are not there
Then it is you
I cannot forgive you
For what I did
I did
So when we are not there
Then it is you
I cannot forgive you
For what I did
So when we are not there
Then it is you
I cannot forgive you
And when we are not there
Then it is you
I cannot forgive you
So when we are not there
Then it is you
I"
sometimes,Write a poem about sometimes:,2,"how one has to wait for someone else to do the same—and how if somebody comes in to listen to them, it's a pain in the ass to wait. Or how one has to know how to get to others at the same time—and how much time it takes to find them—and how it makes one a better parent and a better person.
This isn't to say that writing an poem is not as bad as writing poems. It's to say that it isn't as"
son,Write a poem about son:,0,"and when he comes to know, he shall find a good way to live;
But, when he comes to think, he shall find nothing;
And, when he comes to realize, he shall be no more:
That he is not born to a world, that he shall not die;
But, when he comes to know, he shall not die to God;
And, when he comes to love, he shall be no more:
That he is not born to a"
son,Write a poem about son:,1,"You are your own son,
And you are your own son!
You are your own son.
You are your own son!
You are your own son!
He is your son!
He is your son,
And you are your own son!
You are your own son!
</p>
</p>
</p>
</p>
</p>
</p>
</p>
</p>
</p>"
son,Write a poem about son:,2,"I was watching you while I was watching my son
It's one of the most beautiful things that can be said
I'm trying to find all the beautiful things I could ever want
To tell stories to my son's friends
When I was listening
To my son's words I couldn't help but feel
A strong, clear, powerful feeling
I know it's an emotional story
It's something I want to tell my son
I wish his parents would get over this"
song,Write a poem about song:,0,"""Caught up in the flow of time:
The first things I think of are the poems and songs I sing:
The first thing I think of is the life itself.""
•
""One day I would be
My own person,
A living thing.
""It is like a fairy tale:
The last moments I hear are the words.
""I have taken over
My life;
I am the only living thing.
""This life is the"
song,Write a poem about song:,1,"My poem was written in love
With a beautiful melody
And the song was so melodic
That my heart was in love
And her thoughts were so joyful
But her thoughts were so sad
To sing the same song
And have this same melody
But still to play the song
And sing the same song
And I was in love
But she was in love
And I was sad
I sang the same song
And I was in love
But I was sad"
song,Write a poem about song:,2,"In the world's greatest song, you have to sing
In harmony; in a song of romance, you have to sing
In harmony; in a song of love, you have to sing
In harmony; in a song of pride, you have to sing
In harmony.
Lyrics to Love:
""We sing songs as songs, in order to sing
Let us sing for the pleasure of others;
Let us sing for the sake of ourselves.
Let us sing"
sorrow,Write a poem about sorrow:,0,"It is not just the sorrow that's hurt, it's what it is.
It is the sorrow that comes through the tears of sorrow
and the sorrow that comes through the tears of sorrow.
</p>
</p>
</p>
</p>
</p>
</p>
</p>
</p>
</p>
</p>
</p>
</p>
</p>
</p>
</p"
sorrow,Write a poem about sorrow:,1,"I shall be so glad to hear
Of your heart, and you will be so gentle.
You shall be so silent and silent
And then you will come up and live in the world
With all the angels in your sight.
You shall be so silent and silent
And then I will sing a song,
And then I will do the greatest joy
To your heart and your life.
If I cry and I weep
I will sing to your heart and your life"
sorrow,Write a poem about sorrow:,2,"The pain and pain are so intense
That nothing goes away,
Yet we cling
To the same love and sorrow
Through the light and light of your day.
There's no difference between us
And your heart is filled with pain
So you're still breathing
In the same way.
There's no difference between us
And your heart is filled with pain
So you're still breathing
In the same way.
Here's an old story I have to tell you"
spring,Write a poem about spring:,0,"it is a very good time to write about the summer, the summertime of summer, the falltime of summer.
—Paddy
As summer begins, we should keep our spirits high on the mountains.
—John Muir
The autumnal twilight is on our horizon.
—Catherine
Every year we wish to stay near the mountains.
—Paddy
In the summer we should be able to see the sun from afar.
—Catherine
Summer will be"
spring,Write a poem about spring:,1,"'This year, my spring began with my love, and a beautiful hand was my hand.' That day, my love, my love, my love, my love, my love was that spring: and a beautiful hand was that hand.'
Then the day turned to the autumnal season: and the day that turned to the autumnal season, my spring began with a beautiful hand. Then the day turned to the autumnal season, my spring began with a beautiful hand.
The autumnal"
spring,Write a poem about spring:,2,"A poem on this day,
When the sun sets and the morning light breaks,
I wish this was a poet who would write
A poem about spring
In a poem that begins,
How can I express the feeling of spring
In a poem that begins,
How can I express the feeling of spring
In a poem about spring
In a poem that begins,
It is a poem on that day
that ends and begins the poem
The poem is a poem
on"
star,Write a poem about star:,0,"The moon, that is beautiful, shining in the sky, is beautiful. But, when she shines, she is too beautiful to shine; and her name is not beautiful, she is too beautiful. Then, she who is beautiful must be born; for, and yet, she that is beautiful must not become; and she who is beautiful must not be born. Therefore, it seems to me that the name of my Lord is to shine in the sky, not as an emblem of His praise,"
star,Write a poem about star:,1,"Spirits have wings
They fly about,
They come about.
Their wings are wings,
They fly,
The sun's wings,
The stars' wings.
And so it is,
When we speak,
Our voices and our thoughts
Have not a single line.
Or our words.
Or our words.
Or our words.
We are all the same thing.
Our wings are wings.
Our minds are wings.
Our hearts"
star,Write a poem about star:,2,"""Your hair is long,
And it grows down,
And you never wear it in your hair.
The sky is round,
And you are standing still;
But when you look across,
Or how many of them you see,
Or where they are,
Or you look up at them—
You see your face—
And when I look away,
I can't see you.
You're not a star;
You're a thing I can"
success,Write a poem about success:,0,"It is a good thing to give up the dream!
It is a good thing to lose the sense of fulfillment
And it is a good thing to give up the dream for good!
It is a good thing to be free from the stress and worry
That often comes with failure and the despair of failure
And it is a good thing to be free from the pain and frustration
And it is a good thing to be free from the fear and disappointment
And it is a good"
success,Write a poem about success:,1,"Success is a gift, it was promised.
Success is a gift that will last forever.
Success is an opportunity that will never be wasted.
The first thing you should ask yourself is:
What will your life be like if you fail?
Is success guaranteed?
Is success free?
Do you believe in love?
Does your life be worth living?
Is your life worth dying for?
Why do you love the beauty of your lives?
What do you"
success,Write a poem about success:,2,"You will read about yourself as an inspiration.
There will be an idea or two that will get you into action.
Write a poem about success that will get you into action.
When you have a dream or a plan in mind, you are doing it right.
You will write things that will get you into action.
You will love poetry.
When you have a dream or a plan in mind, you are doing it right.
You will be an inspiration."
suicide,Write a poem about suicide:,0,"Every time I read a poem about suicide,
I hear my heart beating louder and my voice louder,
Even as I read poetry about suicide,
Every time I read a poem about suicide,
I hear my heart beating louder and my voice louder,
Even as I read poetry about suicide,
The last words that I hear in my head are the last words that I've ever heard again,
I'm not a suicide bomber, I'm not a suicide bomber,
But"
suicide,Write a poem about suicide:,1,"https://t.co/tR6vjK3tZO pic.twitter.com/QZWm8wXzfk — Tristyn Hill (@TristynHill) October 23, 2016
Facts and figures have been released this year to show suicide rates are skyrocketing in America.
""While suicide is a serious problem, suicide is not,"" says the National Suicide Prevention Lifeline. ""For many years, the suicide rate in America was"
suicide,Write a poem about suicide:,2,"How often do you hear a poem like that?
How often do you hear a poem like that? You are reading a poem about suicide. I'd love to hear you comment.
You are reading a poem about suicide. I'd love to hear you comment. I can't get on Twitter for two hours. I'm just trying to get to the top of my post.
But please help me by commenting. I want to hear your comments, because there's so much I want to"
summer,Write a poem about summer:,0,"A beautiful summer is the autumnal of the pine
There is also the warmest summer, a warm winter,
A beautiful spring is the autumnal of the pine
So how is a poem such as this?
It is such a poem but is it so complete?
You have to hear this poem in the forest in the woods,
And it will seem so plain to you.
When I was in high school and my teacher said I could sing in school,
Then"
summer,Write a poem about summer:,1,"How lovely is the weather when the birds are still flying
And when the wind is cold, how much snow is in the air
Or when the rain is falling, how much rain is falling
In the winter we find that summer is warm and full
In the summer we find that summer is cold and full
In the summer we find that summer is cold and full
In the summer we find that summer is warm and full
In the summer we find that summer is cold and full"
summer,Write a poem about summer:,2,"The rain fall,
The sun rose,
The sky turned gray.
No springtime of joy,
No merry summer,
No rainy season,
No joyful summer.
When my poems are good,
I don't need more time to write.
And what are the poems I should be writing?
I shouldn't be writing this,
I should be writing it.
I should be writing about the way I see the world
And the love that springs"
sun,Write a poem about sun:,0,"And it said: sun, sun, sun, sun
(Oh my sun and her sun I love, I know),
I love sun but can't do it for you
Sun, sun, sun, sun, sun, sun
(oh my sun and her sun I love, I know),
I love sun but can't do it for you
Sun, sun, sun, sun, sun
(oh my sun and her sun I love, I know)
I"
sun,Write a poem about sun:,1,"Sun shines from a distance
How bright the moon shines in a day.
How bright the stars in the night.
How bright the sun shines in a day.
How bright the sun shines in a day.
How bright the sun shines in a day.
How bright the sun shines in a day.
How bright the sun shines in a day.
How bright the sun shines in a day.
Sun, Moon, Stars, Sun, Sun.
Sun, Moon,"
sun,Write a poem about sun:,2,"A young lady's eyes are bright,
Her eyes sparkle with joy.
A young lady's eyes glow with joy.
A young lady's eyes glow with joy.
Blessed is the girl who loves her brother
With a love of the night sky.
A child's heart is full of joy
And a girl's heart is full of joy
Blessed is the girl who loves her brother with love of the night sky.
A child's heart is"
swimming,Write a poem about swimming:,0,"What I learned in school is like swimming.
I do not know how much I swim, or how many days I swim.
I am still learning, but I am learning too quickly.
I have to stop looking.
I am swimming in a river.
You can swim right now.
I will catch my breath.
You know what I'm going to do when I come out?
I will swim along with you.
We are two rivers that are one big"
swimming,Write a poem about swimming:,1,"A poem about swimming:
Diving into the water in a glass
A poem about swimming; diving into the water in a glass
A poem about swimming in a glass
A poem about swimming in a glass
A poem about swimming in a glass
A poem about swimming in a glass
A poem about swimming in a glass
A poem about swimming in a glass
A poem about swimming in a glass
A poem about swimming in a glass
A poem about swimming in a glass"
swimming,Write a poem about swimming:,2,"It's just a poem
And I hope you will love it too
And just imagine it to yourself
And try to imagine what you will do
And just say it again
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh"
sympathy,Write a poem about sympathy:,0,"""Why am I not a stranger, to be friends with you, who always, always make me feel right in your midst? That is the beauty of being a human being. Not a human being, but one of the most beautiful people on earth. And yet it makes me feel different, less than I ever have felt before. It makes me think of my friends; not that I am anything else, but as a human being. And now, to be friends with you, you must all"
sympathy,Write a poem about sympathy:,1,"I've never been a compassionate person. I've never been a gentle person.
I've never been very good at saying ""thank you.""
When I say ""thank you,"" I mean I'm not saying ""I'm sorry for what happened""
I'm saying ""you've never deserved that loss, for your actions, for your efforts, for the people that helped you.""
That's not a good feeling, that's not the kind of person I am.
What I"
sympathy,Write a poem about sympathy:,2,"'I pity you for the poor. Do not pity us.'
The poem makes us weep for you.
'You are my friend. You are my friend. I am so ashamed of you. Let me pity you for the poor. I pity you for the poor.'
Sorrow is not only used to support our friends. It is used to protect them from a loss.
'I pity you for the poor. I am so ashamed of you. Let me pity you for"
teacher,Write a poem about teacher:,0,"The girl's story
As I write
The teacher's love of the poem.
The teacher's story about me.
The teacher's story about the poem.
The teacher's story about me.
The teacher's story about the poem.
The teacher's story about me.
The teacher's story about me.
The teacher's story about me.
The teacher's story about me.
The teacher's story about me.
The teacher's story about me."
teacher,Write a poem about teacher:,1,"The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The Teacher
The"
teacher,Write a poem about teacher:,2,
thanks,Write a poem about thanks:,0,"Thankfulness is the greatest happiness
And we always strive to get it
When gratitude is too little we get it,
The best way to do it is to say thank you.
The most beautiful thing about gratitude is
How it gives us power
To make our life better,
To make us happier.
Thank you as much as we can
How much more you'll do for us
When thankfulness is too much we get it.
Thank You with your own heart"
thanks,Write a poem about thanks:,1,"Thank You, I can't stop singing
I could never forgive you
I couldn't be mad at you
You made my life worth living
I can't be mad at you
You could never forgive me
I couldn't be mad at you
I could never forgive me
I could never forgive you
I could never forgive you
I can't be mad at you
It made me happy that you were right
I felt you were right
Thank You, I can't"
thanks,Write a poem about thanks:,2,"""Thanks for you, you make me feel blessed and true to the grace I give you. It is no small miracle; thanks to you we have given ourselves up to your kindness and the gratitude it brings me. If you were not the only one to do so, if you had never been one of your kind, I would not have been able to tell you to come to me with your hands in hand. It is because you are so generous to me that my life is still worth living"
time,Write a poem about time:,0,"Time is not an invention,
It is a reality.
It is time to be remembered,
Time is not a burden.
Time is not a day-dream.
Time is not a year-dream.
Time is not a new time-dream.
Time is not a long-lived time-dream.
Time is not a day-dream.
Time is not a month-dream.
Time is not a day-dream.
Time is not a"
time,Write a poem about time:,1,"And as you speak in your time
Of the world,
And as you remember the time
Of the world,
And as you sing
The song of the past,
The songs of the future
And as you sing
The song of the future
You will be forever, forever, forever
For there you will stand
In the moment you sang
the song of the past
And you will be forever, forever, forever
For there you will sing
The song"
time,Write a poem about time:,2,"A Time of a Dream
Told me so.
Time of dreams is not here, time of a dream.
Time of dreams is an all encompassing thing.
Time of dreams is only here to bring you to this place.
Time of dreams is as we saw it in the moon and the stars.
Time of dreams is as we saw it in the air.
Time of dreams is as we saw it in the sky.
Time of dreams is a dream."
today,Write a poem about today:,0,"The day is a day of reckoning.
I am the day that you may feel a certain joy.
You will feel a certain sadness in your heart.
The day is a day of closure.
You are the day that you will find peace in your heart.
You will find joy in your heart.
Your day will be happy and joyful.
Your day will be full of joy.
You will be glad for tomorrow.
Your day will be happy and joyful."
today,Write a poem about today:,1,"My life is a song.
And love is a song.
And the stars are a song.
And your family is a song.
And your friends are a song.
And you are a poem.
And we are a song.
And you are a poem.
And we are a poem.
But you are a poem.
And you are a poem.
But we are a poem.
And we are a poem.
So you are a poem"
today,Write a poem about today:,2,"And how I shall be a man of heart
To the way the moon fills the sky
I shall live life long as the sun does
And tell myself I am a man of art
And make my dreams the reality
I shall be a man of love
And write my poems the way the moon fills the sky
I shall not die without it
and if one man dies, how shall I be happy?
To make a man of man who dies
and never forget me"
together,Write a poem about together:,0,"What I've written:
""We were born together and we grew apart
This time
We're a couple
But it's different in this way
Our first language is a curse
So what I'm writing is a story
""Our first language was English
But now our language is
Blah blah blah
""The first thing I wrote was this poem
The second thing I wrote was this poem
""We were born together and we grow apart
""That's why"
together,Write a poem about together:,1,"""Love and hate in the world are not something we know at all,
But when we don't have anything else to say, we love
This man so much that his wife and kids are all happy,
And when he's not around, he's lonely, and he's sick and poor,
And it's not because he's mad or angry or unhappy or sad, it's because he's loved and cherished
And all his life he's just a bad, angry man"
together,Write a poem about together:,2,"The day I left my own home at eight,
It was too late to make it out
For the little girl who lives beside me.
My tears had been so full.
When the day I left my own home
The day I left my own home at eight
The day I left my own home at eight
The day I left my own home at eight
She said: 'Well, I can't go now'.
And the day I left my own home"
